Name,Location,Year,Kilometers_Driven,Fuel_Type,Transmission,Owner_Type,Mileage,Engine,Power,Seats,New_Price
Chevrolet Beat Diesel LS,Kochi,2013,44378,Diesel,Manual,First,25.44,936,57.6,5,1131500
Honda Accord 2.4 M/T,Delhi,2012,64709,Petrol,Manual,Second,12.8,2354,177.6,5,1358000
Maruti Alto LXi,Hyderabad,2007,76161,Petrol,Manual,First,19.7,796,46.3,5,436000
Skoda Octavia Ambition 2.0 TDI AT,Bangalore,2013,58410,Diesel,Automatic,First,19.3,1968,141,5,2583000
Toyota Innova 2.5 V Diesel 7-seater,Delhi,2011,72000,Diesel,Manual,First,12.8,2494,102,7,2401000
Audi A4 35 TDI Premium Sport,Chennai,2016,11000,Diesel,Automatic,First,17.11,1968,174.33,5,5314000
Maruti Vitara Brezza ZDi Plus Dual Tone,Kochi,2017,45362,Diesel,Manual,First,24.3,1248,88.5,5,1175000
Hyundai Grand i10 Sportz,Kochi,2016,59767,Petrol,Manual,First,18.9,1197,82,5,745000
Toyota Corolla DX,Chennai,2003,70000,Petrol,Manual,Second,13.4,1794,125,5,2108500
Tata Hexa XTA,Coimbatore,2019,14233,Diesel,Automatic,First,17.6,2179,153.86,7,2274000
Hyundai i20 2015-2017 1.2 Asta,Pune,2010,72000,Petrol,Manual,Second,17,1197,80,5,1025000
Hyundai Verna 1.6 SX VTVT,Mumbai,2014,11000,Petrol,Manual,First,17.01,1591,121.3,5,1425500
Maruti Omni 8 Seater BSIV,Mumbai,2011,39000,Petrol,Manual,First,14,796,35,5,788000
Maruti Alto 800 2016-2019 VXI,Kochi,2019,19855,Petrol,Manual,First,24.7,796,47.3,5,436000
Mercedes-Benz New C-Class C 220d Avantgarde Edition C,Bangalore,2017,20149,Diesel,Automatic,First,19.27,2143,167.62,5,4949000
Hyundai i10 Era 1.1,Jaipur,2011,70000,Petrol,Manual,First,19.81,1086,68.05,5,1025000
Skoda Superb Style 1.8 TSI AT,Mumbai,2010,62004,Petrol,Automatic,Second,14.67,1798,177.46,5,3336000
Volkswagen Vento 1.5 TDI Highline AT,Mumbai,2016,25500,Diesel,Automatic,First,21.5,1498,108.5,5,1586000
Maruti Swift VDI BSIV,Hyderabad,2013,68800,Diesel,Manual,First,17.8,1248,74,5,788000
Honda Civic 2010-2013 1.8 V MT,Pune,2010,61700,Petrol,Manual,First,14.8,1799,130.2,5,1358000
BMW 3 Series 320i Sedan,Coimbatore,2010,59660,Petrol,Automatic,First,12.05,1995,154,5,5443000
Hyundai Santro Xing GLS,Hyderabad,2007,69775,Petrol,Manual,Second,17.92,1086,62.1,5,455000
Maruti Swift VDI BSIV,Hyderabad,2016,51787,Diesel,Manual,First,17.8,1248,74,5,788000
Honda Accord 2001-2003 2.3 VTi L AT,Jaipur,2009,88000,Petrol,Automatic,First,11.1,2354,142,5,1358000
Maruti Ertiga VDI,Kolkata,2014,47052,Diesel,Manual,First,20.77,1248,88.76,7,1127000
Ford Fiesta Classic 1.4 Duratorq LXI,Kochi,2015,69749,Diesel,Manual,First,18.6,1388,67,5,1168500
Audi Q7 3.0 TDI Quattro Premium Plus,Hyderabad,2012,79000,Diesel,Automatic,First,12.07,2967,241.4,7,10196000
Audi A4 35 TDI Premium,Coimbatore,2016,39644,Diesel,Automatic,First,17.11,1968,174.33,5,5314000
Tata Indica Vista Quadrajet VX,Hyderabad,2012,137800,Diesel,Manual,First,22.3,1248,74,5,763000
Hyundai Verna CRDi ABS,Chennai,2008,120000,Diesel,Manual,Second,18.1,1493,110,5,1425500
Mercedes-Benz E-Class E 220 d,Mumbai,2018,11000,Diesel,Automatic,First,16.1,1950,194,5,7055000
BMW 3 Series 320d Luxury Line,Mumbai,2014,18600,Diesel,Automatic,Second,22.69,1995,190,5,5443000
Hyundai Grand i10 CRDi Asta,Ahmedabad,2014,116905,Diesel,Manual,First,24,1120,70,5,745000
Hyundai i10 Sportz AT,Coimbatore,2011,32824,Petrol,Automatic,First,16.95,1197,78.9,5,1025000
Maruti Swift VXi BSIV,Kochi,2016,19148,Petrol,Manual,First,16.1,1197,85,5,788000
Hyundai Santro Xing GLS,Kolkata,2010,35008,Petrol,Manual,First,17.92,1086,62.1,5,455000
BMW 6 Series Gran Coupe,Delhi,2013,21000,Diesel,Automatic,Second,17.54,2993,313,4,5507000
Maruti SX4 Green Vxi (CNG),Mumbai,2014,53000,CNG,Manual,First,22.1,1586,85.7,5,788000
Hyundai Verna 1.4 VTVT,Bangalore,2016,36000,Petrol,Manual,First,17.43,1396,105.5,5,1425500
Maruti Swift Dzire ZDI,Ahmedabad,2012,56121,Diesel,Manual,First,23.4,1248,74,5,788000
Maruti Swift VDI,Pune,2018,30000,Diesel,Manual,First,28.4,1248,74,5,788000
Skoda Octavia 2.0 TDI AT Style Plus,Kochi,2016,31021,Diesel,Automatic,First,19.5,1968,141,5,2583000
Renault Duster 110PS Diesel RxL,Coimbatore,2013,52600,Diesel,Manual,First,19.6,1461,108.45,5,1505000
Mahindra Scorpio 2.6 CRDe,Bangalore,2005,60000,Diesel,Manual,First,10.5,2179,120,8,1886500
BMW 5 Series 2013-2017 520d Luxury Line,Ahmedabad,2016,44001,Diesel,Automatic,First,18.12,1995,190,5,6787000
Maruti Wagon R VXI BSIII,Chennai,2003,101000,Petrol,Manual,Third,17.3,1061,64,5,551000
Maruti Wagon R LXI BSIII,Hyderabad,2007,84169,Petrol,Manual,First,14,1061,64,5,551000
Hyundai i20 Sportz 1.2,Mumbai,2017,14001,Petrol,Manual,First,18.6,1197,81.83,5,1025000
Hyundai Santro Xing XO CNG,Pune,2005,100000,CNG,Manual,Third,17,1086,62.1,5,455000
Land Rover Discovery SE 3.0 TD6,Delhi,2016,59000,Diesel,Automatic,First,18,2993,255,7,11300000
Mercedes-Benz New C-Class 230 Avantgarde,Hyderabad,2009,29000,Petrol,Automatic,Second,11.7,1796,178,5,4949000
BMW 5 Series 520d Sedan,Kochi,2014,64158,Diesel,Automatic,First,18.48,1995,190,5,6787000
Nissan Sunny 2011-2014 Diesel XV,Mumbai,2012,38800,Diesel,Manual,First,21.64,1461,84.8,5,1133000
Audi Q7 3.0 TDI quattro,Hyderabad,2011,98000,Diesel,Automatic,First,12.07,2967,241.4,7,10196000
Mercedes-Benz CLA 200 CDI Sport,Coimbatore,2017,20969,Diesel,Automatic,First,17.9,2143,136,5,4536000
Maruti Vitara Brezza ZDi,Kolkata,2018,2900,Diesel,Manual,First,24.3,1248,88.5,5,1013000
Maruti Swift Dzire Vdi BSIV,Hyderabad,2016,69000,Diesel,Manual,First,19.3,1248,73.9,5,788000
Skoda Rapid 1.5 TDI Ambition,Coimbatore,2018,5833,Diesel,Manual,First,21.13,1498,108.4,5,1422000
Audi Q7 35 TDI Quattro Technology,Coimbatore,2016,28733,Diesel,Automatic,Second,12.07,2967,241.4,7,10196000
Maruti Wagon R LXI,Jaipur,2006,145000,Petrol,Manual,First,18.9,998,67.1,5,551000
Honda City i DTEC VX Option,Pune,2014,71000,Diesel,Manual,First,25.1,1498,98.6,5,1358000
Hyundai EON Magna Plus,Jaipur,2017,12000,Petrol,Manual,First,21.1,814,55.2,5,1025000
Mercedes-Benz E-Class 2015-2017 E350 CDI Avantgrade,Kochi,2018,21603,Diesel,Automatic,First,13,2987,265,5,8697000
Hyundai Santro GLS II - Euro II,Bangalore,2011,65000,Petrol,Manual,Second,17,1086,62.1,5,455000
BMW 3 Series 320d,Hyderabad,2013,58000,Diesel,Automatic,First,13.2,1995,170,5,5443000
BMW 3 Series 318i Sedan,Pune,2012,39000,Petrol,Automatic,Second,12.05,1995,154,5,5443000
Mahindra NuvoSport N8,Coimbatore,2017,37712,Diesel,Manual,First,17.45,1493,100,7,1177000
Maruti Ritz VXi,Hyderabad,2012,68000,Petrol,Manual,First,18.5,1197,85.8,5,788000
BMW X6 xDrive 40d M Sport,Chennai,2016,25000,Diesel,Automatic,First,15.87,2993,308.43,5,5507000
Chevrolet Beat LT,Kolkata,2010,30000,Petrol,Manual,First,18.6,1199,79.4,5,1131500
Maruti Swift Dzire VXI,Pune,2014,68218,Petrol,Manual,First,19.1,1197,85.8,5,788000
Maruti Ertiga ZDI,Delhi,2014,52000,Diesel,Manual,First,20.77,1248,88.8,7,1127000
Renault Duster 85PS Diesel RxL,Coimbatore,2015,63591,Diesel,Manual,First,20.45,1461,83.8,5,1505000
Honda Amaze VX AT i-Vtech,Hyderabad,2014,57937,Petrol,Automatic,First,15.5,1198,86.7,5,854000
Audi A4 2.0 TDI Premium Sport Limited Edition,Coimbatore,2015,21979,Diesel,Automatic,First,17.11,1968,174.33,5,5314000
Skoda Octavia Ambiente 1.9 TDI MT,Hyderabad,2002,99000,Diesel,Manual,Second,18.7,1896,66,5,2583000
Honda Amaze E i-Dtech,Pune,2016,62000,Diesel,Manual,First,25.8,1498,98.6,5,854000
Toyota Innova 2.5 EV Diesel MS 8 Str BSIII,Mumbai,2006,127001,Diesel,Manual,First,12.8,2494,102,8,2401000
Hyundai EON D Lite Plus,Hyderabad,2013,84600,Petrol,Manual,Second,21.1,814,55.2,5,1025000
Datsun redi-GO T Option,Kochi,2018,30953,Petrol,Manual,First,22.7,799,53.64,5,405000
Maruti Swift VDI,Chennai,2012,78000,Diesel,Manual,First,22.9,1248,74,5,788000
Mitsubishi Pajero 2.8 GLX Sports,Hyderabad,2008,85000,Diesel,Manual,First,9.5,2835,118.6,6,3321000
Volvo S80 D5,Hyderabad,2008,79000,Diesel,Automatic,First,13.1,2400,215,5,4567000
Toyota Fortuner 4x2 AT,Delhi,2014,79000,Diesel,Automatic,First,12.55,2982,168.5,7,3717000
Jeep Compass 2.0 Limited 4X4,Coimbatore,2018,48188,Diesel,Manual,First,16.3,1956,170,5,2695000
Maruti Swift Dzire VDI,Coimbatore,2014,67557,Diesel,Manual,First,23.4,1248,74,5,788000
Hyundai Verna 1.6 SX,Delhi,2011,103814,Diesel,Manual,Second,22.32,1582,126.32,5,1425500
Mahindra Scorpio VLX 2WD BSIV,Kolkata,2014,45128,Diesel,Manual,First,12.05,2179,120,8,1886500
Hyundai i10 Era,Kochi,2013,56075,Petrol,Manual,First,19.81,1086,68.05,5,1025000
Toyota Innova 2.5 G (Diesel) 8 Seater,Hyderabad,2011,166000,Diesel,Manual,First,12.99,2494,100.6,8,2401000
Toyota Innova Crysta 2.8 ZX AT,Coimbatore,2017,65367,Diesel,Automatic,First,11.36,2755,171.5,7,2805000
Toyota Innova 2.5 G (Diesel) 8 Seater,Hyderabad,2013,114708,Diesel,Manual,First,12.99,2494,100,8,2401000
Maruti Swift Dzire ZDI,Kochi,2015,35082,Diesel,Manual,First,23.4,1248,74,5,788000
Hyundai Creta 1.6 CRDi AT SX Plus,Kochi,2016,38593,Diesel,Automatic,First,17.01,1582,126.2,5,1606000
Toyota Innova 2.5 G (Diesel) 8 Seater BS IV,Mumbai,2008,70700,Diesel,Manual,First,12.99,2494,100,8,2401000
Volkswagen Vento Diesel Highline,Mumbai,2011,83000,Diesel,Manual,Second,20.54,1598,103.6,5,1323000
Chevrolet Tavera LS B3 10 Seats BSIII,Hyderabad,2015,120000,Diesel,Manual,First,14.8,2499,80,10,1131500
Mahindra Ssangyong Rexton RX7,Kochi,2014,91586,Diesel,Automatic,Second,11.18,2696,184,7,1886500
Hyundai i10 Magna,Mumbai,2008,38235,Petrol,Manual,First,20.36,1197,78.9,5,1025000
Hyundai i10 Sportz 1.2,Kolkata,2011,37000,Petrol,Manual,First,20.36,1197,78.9,5,1025000
Hyundai Santro Xing XG eRLX Euro III,Mumbai,2006,50888,Petrol,Manual,First,17,1086,62.1,5,455000
Honda Amaze S i-Vtech,Bangalore,2013,44000,Petrol,Manual,Second,18,1198,86.7,5,854000
Maruti Celerio ZXI AT,Pune,2016,54000,Petrol,Automatic,First,23.1,998,67.04,5,587000
Hyundai Grand i10 Asta,Chennai,2013,90000,Petrol,Manual,First,18.9,1197,82,5,745000
Maruti Swift Dzire VDi,Kolkata,2015,35000,Diesel,Manual,First,19.3,1248,73.9,5,788000
Hyundai i10 Sportz,Coimbatore,2012,47324,Petrol,Manual,Second,20.36,1197,78.9,5,1025000
BMW X1 sDrive 20d Exclusive,Mumbai,2012,65148,Diesel,Automatic,First,15.06,1995,177,5,4818000
Audi A4 2.0 TDI 177 Bhp Premium Plus,Coimbatore,2014,57773,Diesel,Automatic,Second,17.11,1968,174.33,5,5314000
Nissan Terrano XL 85 PS,Bangalore,2014,87000,Diesel,Manual,First,20.45,1461,83.8,5,1665000
Mitsubishi Montero 3.2 GLS,Chennai,2007,179032,Diesel,Manual,First,11.56,3200,199.3,7,3321000
Maruti Wagon R VXI AMT,Mumbai,2016,8000,Petrol,Automatic,First,22.5,998,67,5,614000
Honda Civic 2006-2010 1.8 (E) MT,Hyderabad,2007,77000,Petrol,Manual,First,13.5,1799,130,5,1358000
Hyundai i20 2015-2017 Magna 1.2,Pune,2016,20600,Petrol,Manual,First,18.6,1197,81.83,5,1025000
Maruti Alto K10 VXI,Mumbai,2016,13198,Petrol,Manual,First,24.07,998,67.1,5,482000
Audi Q7 35 TDI Quattro Technology,Bangalore,2015,21000,Diesel,Automatic,Second,12.07,2967,241.4,7,10196000
Hyundai i20 Sportz Option 1.2,Delhi,2016,38000,Petrol,Manual,First,18.6,1197,81.83,5,1025000
Tata Tiago AMT 1.2 Revotron XZA,Coimbatore,2019,15379,Petrol,Automatic,First,23.84,1199,83.83,5,717000
Hyundai i10 Sportz 1.2,Hyderabad,2011,60000,Petrol,Manual,First,20.36,1197,78.9,5,1025000
Hyundai Santro Xing XP,Pune,2007,70000,Petrol,Manual,First,17,1086,62.1,5,455000
Renault Duster 85PS Diesel RxL Optional,Bangalore,2013,75371,Diesel,Manual,First,20.46,1461,83.8,5,1505000
Tata Xenon XT EX 4X4,Bangalore,2014,60000,Diesel,Manual,Second,13.49,2179,138.03,5,763000
Hyundai i20 Magna,Kolkata,2009,30675,Petrol,Manual,First,18.5,1197,80,5,1025000
Maruti Swift Dzire VDI,Kolkata,2013,22000,Diesel,Manual,First,23.4,1248,74,5,788000
Hyundai EON Magna,Pune,2015,55000,Petrol,Manual,First,22,814,55,5,1025000
Mercedes-Benz New C-Class 220 CDI AT,Jaipur,2010,74213,Diesel,Automatic,First,14.84,2143,170,5,4949000
Mini Cooper Convertible S,Mumbai,2016,15000,Petrol,Automatic,First,16.82,1998,189.08,4,4428000
Tata Nano Cx,Jaipur,2010,57000,Petrol,Manual,First,26,624,35,4,763000
Maruti Ciaz ZDi Plus,Kolkata,2015,62144,Diesel,Manual,Second,26.21,1248,88.5,5,1111000
Hyundai Verna CRDi 1.6 SX Option,Pune,2017,50000,Diesel,Manual,First,22,1582,126.2,5,1572000
Hyundai EON Era Plus,Jaipur,2015,38000,Petrol,Manual,First,21.1,814,55.2,5,1025000
BMW 5 Series 2013-2017 520d Luxury Line,Chennai,2016,30000,Diesel,Automatic,Second,18.12,1995,190,5,6787000
Honda Brio S MT,Kochi,2016,38735,Petrol,Manual,First,19.4,1198,86.8,5,662000
Maruti Ritz VDi,Pune,2012,23598,Diesel,Manual,First,23.2,1248,73.94,5,788000
BMW 3 Series 320d Prestige,Chennai,2014,70000,Diesel,Automatic,First,18.88,1995,184,5,5443000
Maruti Swift Dzire LDI,Pune,2016,39000,Diesel,Manual,First,26.59,1248,74,5,788000
Maruti Swift Dzire VDI,Hyderabad,2013,84175,Diesel,Manual,First,23.4,1248,74,5,788000
Renault Scala RxL,Kolkata,2013,45000,Petrol,Manual,First,16.95,1498,97.6,5,1505000
Chevrolet Cruze LTZ AT,Mumbai,2013,59302,Diesel,Automatic,First,14.39,1998,163.7,5,1131500
Maruti Swift Dzire ZXi,Ahmedabad,2012,55002,Petrol,Manual,First,17.5,1298,85.8,5,788000
Tata Indigo CS LX (TDI) BS III,Jaipur,2008,128813,Diesel,Manual,First,19.09,1396,69,5,763000
Hyundai Grand i10 CRDi Sportz,Jaipur,2016,46522,Diesel,Manual,First,24,1120,70,5,745000
Tata Indica Vista Quadrajet LS,Pune,2014,180000,Diesel,Manual,First,22.3,1248,74,5,763000
Ford Fiesta 1.4 TDCi EXI,Chennai,2006,89326,Diesel,Manual,Third,17.8,1399,68,5,1168500
Renault Duster 85PS Diesel RxE,Pune,2016,54000,Diesel,Manual,First,19.87,1461,83.8,5,1127000
BMW 5 Series 520d Sedan,Pune,2012,95000,Diesel,Automatic,Second,18.48,1995,190,5,6787000
Hyundai Grand i10 CRDi SportZ Edition,Kochi,2015,66337,Diesel,Manual,First,24,1120,70,5,745000
Honda Brio S MT,Bangalore,2012,60000,Petrol,Manual,First,19.4,1198,86.8,5,662000
Audi A4 1.8 TFSI,Kolkata,2010,38001,Petrol,Automatic,First,12.3,1781,163.2,5,5314000
Maruti Alto 800 2016-2019 LXI,Bangalore,2014,73000,Petrol,Manual,Second,24.7,796,47.3,5,436000
Hyundai Verna Transform SX VTVT,Bangalore,2011,61000,Petrol,Manual,Second,16.2,1599,103.2,5,1425500
Maruti Ertiga ZDI,Hyderabad,2013,120000,Diesel,Manual,First,20.77,1248,88.8,7,1127000
Chevrolet Optra Magnum 1.6 LT ABS BS3,Kochi,2012,71787,Petrol,Manual,First,12.9,1598,102.5,5,1131500
Hyundai Creta 1.6 CRDi SX Option,Coimbatore,2016,11554,Diesel,Manual,First,19.67,1582,126.2,5,1606000
Volkswagen Vento 1.5 TDI Highline,Hyderabad,2014,90000,Diesel,Manual,First,20.34,1498,103.2,5,1323000
Honda City i VTEC SV,Kolkata,2014,48104,Petrol,Manual,First,17.4,1497,117.3,5,1358000
Hyundai Getz GLS ABS,Pune,2005,91000,Petrol,Manual,Third,16.8,1341,83,5,1025000
Hyundai Santro Xing XG eRLX Euro III,Kochi,2007,58815,Petrol,Manual,First,17,1086,62.1,5,455000
Hyundai Grand i10 AT Asta,Coimbatore,2015,33931,Petrol,Automatic,Second,18.9,1197,82,5,745000
Hyundai Grand i10 1.2 Kappa Sportz Option,Coimbatore,2019,13916,Petrol,Manual,First,18.9,1197,81.86,5,745000
Maruti Wagon R LXI CNG,Pune,2012,90400,CNG,Manual,First,26.2,998,58.2,5,551000
Hyundai Grand i10 Sportz,Jaipur,2015,14000,Petrol,Manual,First,18.9,1197,82,5,745000
Maruti Swift VDI BSIV,Pune,2007,121000,Diesel,Manual,Second,17.8,1248,74,5,788000
Hyundai i20 Asta 1.2,Coimbatore,2016,17560,Petrol,Manual,First,18.6,1197,81.83,5,1025000
Renault Duster 85PS Diesel RxL,Pune,2016,60000,Diesel,Manual,First,19.87,1461,83.8,5,1505000
Maruti Swift Dzire VDi,Hyderabad,2009,88096,Diesel,Manual,Second,19.3,1248,73.9,5,788000
Toyota Innova 2.5 G (Diesel) 8 Seater BS IV,Pune,2008,178280,Diesel,Manual,First,12.8,2494,102,8,2401000
Tata Nano Twist XT,Coimbatore,2015,19963,Petrol,Manual,Second,25.4,624,37.5,4,763000
Ford Figo 2015-2019 1.2P Sports Edition MT,Mumbai,2019,1000,Petrol,Manual,First,18.12,1196,86.8,5,765000
Hyundai i20 1.2 Asta Option,Jaipur,2017,8000,Petrol,Manual,First,18.6,1197,81.83,5,1025000
Honda BRV i-VTEC V MT,Pune,2016,9200,Petrol,Manual,First,15.4,1497,117.3,7,1358000
Honda Amaze S Diesel,Hyderabad,2015,29000,Diesel,Manual,First,27.4,1498,98.6,5,909000
Hyundai Creta 1.6 CRDi SX,Mumbai,2017,27000,Diesel,Manual,First,19.67,1582,126.2,5,1606000
Maruti Baleno Zeta 1.2,Delhi,2018,22900,Petrol,Manual,First,21.4,1197,83.1,5,880000
Audi Q5 2.0 TDI Technology,Hyderabad,2014,50000,Diesel,Automatic,First,14.16,1968,174.3,5,5314000
Honda Amaze S i-DTEC,Jaipur,2015,60207,Diesel,Manual,First,25.8,1498,98.6,5,854000
BMW X5 3.0d,Coimbatore,2010,101119,Diesel,Automatic,First,11,2993,235,5,5507000
Ford Figo Petrol Titanium,Jaipur,2010,42000,Petrol,Manual,First,15.6,1196,70,5,765000
Maruti Wagon R VXI,Pune,2002,93000,Petrol,Manual,Third,18.9,998,67.1,5,551000
Hyundai i10 Era,Ahmedabad,2012,60000,Petrol,Manual,Second,19.81,1086,68.05,5,1025000
Skoda Rapid 1.5 TDI AT Elegance,Kochi,2015,66122,Diesel,Automatic,First,21.66,1498,103.52,5,1422000
Porsche Panamera Diesel,Kolkata,2015,25100,Diesel,Automatic,First,17.85,2967,300,4,13600000
Mercedes-Benz CLA 200 Sport Edition,Kochi,2017,24733,Petrol,Automatic,First,15.04,1991,183,5,4307000
Audi A6 2.8 FSI,Ahmedabad,2008,41000,Petrol,Automatic,Second,10.4,2773,201,5,6710000
Maruti Ciaz ZXi Plus,Chennai,2015,30000,Petrol,Manual,First,20.73,1373,91.1,5,1111000
Ford Ecosport 1.5 DV5 MT Titanium,Kolkata,2013,36000,Diesel,Manual,First,22.7,1498,89.84,5,1168500
Mahindra Bolero mHAWK D70 ZLX,Hyderabad,2017,40279,Diesel,Manual,First,16.5,1493,70,7,1101000
Maruti Alto K10 VXI,Kochi,2018,46805,Petrol,Manual,First,24.07,998,67.1,5,409000
Maruti Swift Dzire 1.2 Vxi BSIV,Mumbai,2015,60000,Petrol,Manual,First,17.5,1197,85.8,5,788000
Tata Zest Revotron 1.2T XE,Mumbai,2017,100000,Petrol,Manual,First,17.57,1193,88.7,5,683000
Maruti Swift 1.3 VXi,Kolkata,2014,32986,Petrol,Manual,First,16.1,1248,74,5,788000
Ford Endeavour 3.2 Trend AT 4X4,Coimbatore,2018,51530,Diesel,Automatic,First,10.91,3198,197.2,7,3529000
Mercedes-Benz New C-Class C 220 CDI CLASSIC,Jaipur,2013,81456,Diesel,Manual,First,15.8,2148,170,5,4949000
Hyundai i10 Sportz AT,Ahmedabad,2012,37229,Petrol,Automatic,First,16.95,1197,78.9,5,1025000
Honda City 1.5 S MT,Delhi,2009,73200,Petrol,Manual,First,17,1497,118,5,1358000
Skoda Octavia Elegance 2.0 TDI AT,Ahmedabad,2015,71826,Diesel,Automatic,First,19.3,1968,141,5,2583000
Tata Indica V2 eLS,Chennai,2017,129000,Diesel,Manual,First,25,1396,69,5,763000
Maruti Wagon R VXi BSII,Pune,2012,82000,Petrol,Manual,First,18.9,998,67.1,5,551000
Hyundai Creta 1.6 CRDi SX,Kochi,2017,40459,Diesel,Manual,First,19.67,1582,126.2,5,1606000
Maruti A-Star Lxi,Hyderabad,2009,61964,Petrol,Manual,First,19,998,66.1,5,788000
Maruti Wagon R LXI,Kochi,2011,15466,Petrol,Manual,First,22.5,998,67.04,5,504000
Honda Mobilio E i VTEC,Kolkata,2014,23000,Petrol,Manual,First,17.3,1497,117.3,7,1358000
Hyundai i10 Magna,Coimbatore,2012,43766,Petrol,Manual,First,20.36,1197,78.9,5,1025000
Skoda Superb 3.6 V6 FSI,Hyderabad,2010,54000,Petrol,Automatic,First,13.7,3597,262.6,5,3336000
Hyundai i20 1.4 Sportz,Coimbatore,2018,18521,Diesel,Manual,First,22.54,1396,88.73,5,1025000
Maruti Celerio ZXI Optional,Hyderabad,2017,26400,Petrol,Manual,First,23.1,998,67.04,5,587000
Skoda Laura 1.8 TSI Ambiente,Pune,2011,31900,Petrol,Manual,First,13.4,1798,157.8,5,2583000
Ford Figo Diesel LXI,Chennai,2010,39000,Diesel,Manual,First,20,1399,68,5,765000
Honda Jazz 1.5 VX i DTEC,Hyderabad,2016,45671,Diesel,Manual,First,27.3,1498,98.6,5,960000
Mercedes-Benz E-Class 2015-2017 E250 Edition E,Ahmedabad,2016,39500,Diesel,Automatic,First,15,2143,204,5,8697000
Mercedes-Benz GLA Class 200 CDI SPORT,Chennai,2015,54000,Diesel,Automatic,First,17.9,2143,136,5,4194000
Volvo S60 D3,Chennai,2012,20000,Diesel,Automatic,First,18.5,1985,163,5,4567000
Audi A8 L 3.0 TDI quattro,Bangalore,2009,55000,Diesel,Automatic,First,11.8,2967,246.7,5,5314000
Hyundai Verna 1.6 SX CRDI (O) AT,Kolkata,2014,48000,Diesel,Automatic,First,22.32,1582,126.32,5,1425500
BMW 3 Series 320d,Kolkata,2011,70000,Diesel,Automatic,First,22.69,1995,190,5,4381000
Hyundai Verna 1.6 SX,Delhi,2014,62000,Diesel,Manual,First,22.32,1582,126.32,5,1425500
Maruti Wagon R VXI,Kochi,2014,41994,Petrol,Manual,First,22.5,998,67.04,5,512000
Ford Figo Diesel EXI,Hyderabad,2010,108882,Diesel,Manual,Second,20,1399,68,5,765000
Mahindra KUV 100 mFALCON G80 K2,Coimbatore,2017,24806,Petrol,Manual,First,18.15,1198,82,6,788000
Tata Indigo LS,Pune,2006,160000,Diesel,Manual,First,17,1405,70,5,763000
Mahindra TUV 300 T8 AMT,Hyderabad,2017,30000,Diesel,Automatic,First,18.49,1493,100,7,1886500
Audi Q3 35 TDI Quattro Premium Plus,Bangalore,2015,51000,Diesel,Automatic,First,15.17,1968,181,5,4864000
Maruti Wagon R VXI 1.2,Jaipur,2015,64876,Petrol,Manual,First,21.5,1197,81.8,5,571000
Maruti Celerio CNG VXI MT,Kochi,2016,70536,CNG,Manual,First,31.79,998,58.33,5,587000
Maruti Vitara Brezza ZDi Plus Dual Tone,Coimbatore,2017,25299,Diesel,Manual,First,24.3,1248,88.5,5,1256000
Mahindra Scorpio DX 2.6 Turbo 8 Str,Mumbai,2006,89869,Diesel,Manual,First,12.7,2609,116.6,8,1886500
Hyundai Tucson CRDi,Jaipur,2007,103515,Diesel,Manual,Third,12.6,1991,112,7,2782500
Hyundai Santro Xing GLS,Hyderabad,2008,68282,Petrol,Manual,First,17.92,1086,62.1,5,455000
Porsche Panamera Diesel 250hp,Kochi,2014,60033,Diesel,Automatic,First,18.18,2967,250,4,13600000
Maruti Vitara Brezza VDi Option,Kochi,2018,51921,Diesel,Manual,First,24.3,1248,88.5,5,1112000
Maruti Swift Dzire VDI,Mumbai,2017,18414,Diesel,Manual,First,23.4,1248,74,5,788000
Honda Amaze V Petrol,Kochi,2016,40866,Petrol,Manual,First,19.5,1199,86.76,5,816000
Jaguar XF 2.2 Litre Luxury,Pune,2014,55001,Diesel,Automatic,First,16.36,2179,187.7,5,6967500
Mini Cooper Convertible S,Kochi,2017,20469,Petrol,Automatic,First,16.82,1998,189.08,4,4428000
Hyundai EON Era Plus,Jaipur,2017,8500,Petrol,Manual,First,21.1,814,55.2,5,1025000
Audi A6 3.0 TDI quattro,Ahmedabad,2008,45000,Diesel,Automatic,Second,16.77,2967,241.38,5,6710000
Hyundai i20 Active 1.2 SX Dual Tone,Pune,2016,6000,Petrol,Manual,First,17.19,1197,81.86,5,1025000
Maruti Swift AMT DDiS VDI,Chennai,2018,11000,Diesel,Manual,First,28.4,1248,74,5,788000
Ford Ecosport 1.5 DV5 MT Titanium,Kochi,2015,80064,Diesel,Manual,First,22.7,1498,89.84,5,1168500
Maruti Wagon R VXI BS IV with ABS,Kolkata,2016,29930,Petrol,Manual,First,18.9,998,67.1,5,551000
Volkswagen Vento 1.5 TDI Highline,Mumbai,2013,49105,Diesel,Manual,First,20.34,1498,103.2,5,1323000
Toyota Etios VX,Kolkata,2012,55000,Petrol,Manual,First,17.6,1496,88.7,5,852500
Honda Jazz 1.2 SV i VTEC,Bangalore,2015,23000,Petrol,Manual,First,18.7,1199,88.7,5,960000
Volkswagen CrossPolo 1.5 TDI,Coimbatore,2016,54727,Diesel,Manual,First,20.14,1498,88.73,5,1015000
Volkswagen Ameo 1.5 TDI Highline,Kochi,2018,31426,Diesel,Manual,First,21.66,1498,108.62,5,972000
Honda City V MT Exclusive,Kochi,2015,53442,Petrol,Manual,First,16.8,1497,116.3,5,1358000
